Tite,Year,Certification,duration,genre,rating
Trollhunters: Rise of the Titans,2021,TV-MA,70,Action,8
Equinox,2011,TV-MA,124,Comedy,7.8
Radium Girls,2017,PG-13,45,Crime,7.1
The Quake,2012,Not Rated,100,Action,6.7
Rurouni Kenshin: Final Chapter Part I - The Final,2019,Not Rated,45,Action,8.2
Cracow Monsters,2015,,23,Comedy,7.7
The Lovebirds,2021,TV-MA,228,Crime,7
Moriarty the Patriot,2017,TV-MA,91,Action,4.9
First They Killed My Father,2020,Not Rated,82,Animation,4.8
Puella Magi Madoka Magica,2021,PG,26,Animation,5.7
Ngeri-Ngeri Sedap,2018,TV-MA,98,Crime,6.5
"Berlin, I Love You",2016,Unrated,55,Documentary,8.4
Zeitgeist,2019,TV-MA,11,Animation,7.1
Otherhood,2018,TV-PG,99,Comedy,6.3
Gentefied,2018,,122,Drama,6.7
Million Dollar Arm,2017,R,90,Action,3.4
Someone Has to Die,2007,,26,Animation,7.6
Damsel,2010,TV-MA,11,Animation,7.6
13th,2019,TV-Y,47,Crime,6.3
Sniper: Ghost Shooter,2021,,104,Animation,6.6
Unit 42,2020,TV-Y7,50,Comedy,6.7
The Mercy,2020,TV-MA,43,Drama,6.1
6 Years,2018,TV-MA,102,Drama,6.2
Wolfblood,2018,Not Rated,106,Action,6.2
Rurôni Kenshin: Sai shûshô - The Beginning,2021,PG-13,138,Action,7.2
The Last Czars,2022,TV-MA,60,Adventure,5.5
Rainbow,2020,TV-MA,86,Action,6.1
British Men Behaving Badly,2020,R,,Animation,8
My ID Is Gangnam Beauty,2017,TV-14,136,Biography,7.1
Charming,2011,TV-MA,24,Animation,8.2
Minnal Murali,2022,TV-14,114,Comedy,8.5
Life's Too Short,2019,,120,Drama,4.6
Black Island,2007,R,118,Documentary,8.1
Transformers: War for Cybertron Trilogy,2019,Not Rated,100,Comedy,6.1
White Snake 2: Green Snake,2017,R,90,Comedy,8.1
Super Crooks,2018,TV-14,75,Action,7.7
My Best Friend Anne Frank,2020,,,Comedy,7.4
Jeffrey Epstein: Filthy Rich,2014,TV-MA,124,Biography,7
"Love, Guaranteed",2019,PG,48,Biography,7.7
Minecraft: Story Mode,2020,TV-MA,149,Crime,6.3
Operation Christmas Drop,2016,,100,Documentary,8.2
The Father Who Moves Mountains,2016,TV-MA,99,Action,5.4
Blue Mountain State: The Rise of Thadland,2017,R,52,Crime,6.9
Rookie Historian Goo Hae-Ryung,2018,,112,Adventure,6
Deadman Wonderland,2015,Not Rated,79,Drama,5.5
Sniper: Assassin's End,2012,Not Rated,30,Family,7.4
Lunatics,2021,TV-PG,137,Action,7.4
Pom Poko,2019,TV-MA,45,Documentary,7.3
Anxious People,1992,,45,Comedy,7.7
Abyss,2018,,60,Comedy,7.4
Triple Threat,2018,,85,Animation,5.6
Ghost Wars,2021,TV-Y7,158,Action,7.9
Ashes of Love,2011,TV-14,30,Comedy,7.5
The Bride of Habaek,2021,TV-MA,104,Drama,5.2
Down to Earth with Zac Efron,2020,TV-MA,30,Animation,7.3
Neumatt,2021,TV-Y7,131,Animation,6.8
Rust Valley Restorers,2021,,30,Animation,7.1
Eat the Rich: The GameStop Saga,2021,TV-MA,103,Drama,6.2
Observe and Report,2020,TV-14,227,Documentary,7.1
Live Up to Your Name,2020,TV-MA,90,Comedy,5.6
Shaman King,2018,TV-PG,,Animation,5.6
Club de Cuervos,2021,TV-PG,24,Animation,7
The Girl on the Train,2020,TV-14,95,Comedy,5.8
A Man in Full,2021,TV-G,108,Drama,5.5
The Fame Game,2016,TV-MA,90,Comedy,5.7
The Keepers,2019,R,35,Comedy,8.1
Queen,2011,,24,Animation,7.1
Those Who Read the Hearts of Evil,2020,TV-MA,95,Action,5.3
Power Rangers Beast Morphers,2019,R,35,Comedy,6.5
Damascus Cover,1994,TV-MA,119,Animation,7.3
Dirty Lines,2020,PG,20,Comedy,7.9
The Time in Between,2021,TV-MA,171,Comedy,6.8
Double World,2019,TV-MA,60,Crime,7.1
Cathedral of the Sea,2019,TV-14,96,Action,5.6
Pee-wee's Big Holiday,2017,R,60,Drama,6.2
Untold: Breaking Point,2018,TV-14,45,Comedy,8.3
One Spring Night,2017,,70,Comedy,6.9
The After Party,2020,,,Documentary,8
The Wasteland,2021,TV-PG,45,Drama,6.9
Berserk: The Golden Age Arc I - The Egg of the King,2018,TV-MA,38,Documentary,7.7
Trese,2018,,108,Action,6.3
Animal Crackers,2009,TV-14,86,Comedy,5.7
Night in Paradise,2017,R,60,Drama,8
Don't Blame Karma!,2021,,23,Animation,7
After Porn Ends,2015,TV-PG,40,Comedy,8.2
Ghoul,2021,TV-MA,120,Crime,4.4
I'm Not a Robot,2022,,45,Drama,6.7
King Cobra,2017,TV-MA,436,Documentary,8.1
What Keeps You Alive,2022,TV-MA,200,Drama,7.1
The Way of the Househusband,2022,TV-MA,,Crime,8.1
Earthquake Bird,2019,,21,Action,6.5
The Perfumier,2017,TV-Y7,93,Mystery,5.3
B*A*P*S,2022,R,45,Drama,7.4
Message from the King,2013,TV-MA,853,Adventure,8.3
How to Plan an Orgy in a Small Town,2020,,110,Action,6.1
Racing Stripes,2018,,55,Drama,7.4
After Porn Ends 2,2022,TV-MA,90,Documentary,8
Players,2016,TV-MA,90,Comedy,6.1
Silver Skates,2021,TV-PG,68,Documentary,7.6
Zach Stone Is Gonna Be Famous,2019,TV-MA,35,Drama,7.9
Yasuke,2018,,120,Comedy,5.7
Ocean Waves,2021,Not Rated,92,Drama,4.6
The Trials of Gabriel Fernandez,2012,TV-MA,76,Animation,7.5
Married to Medicine,2022,TV-MA,287,Documentary,7.1
The Returned,2021,TV-MA,33,Animation,7
Gore,2017,TV-MA,105,Animation,5.8
Haters Back Off!,2020,TV-Y7,131,Action,6.7
Tower of God,2022,TV-MA,85,Comedy,4.6
Irish Wish,2012,TV-MA,94,Documentary,5.7
Fullmetal Alchemist: Final Transmutation,2018,Not Rated,45,Drama,7
Balls Out,2017,TV-MA,100,Documentary,8.1
Uncorked,2017,Not Rated,35,Comedy,8
Berserk: The Golden Age Arc III - The Advent,2016,TV-14,91,Crime,5.6
Point Blank,2018,Not Rated,98,Horror,5.7
Det som göms i snö,2021,R,16,Animation,7.3
My Secret Romance,2019,TV-14,107,Crime,5.9
The A List,2022,R,96,Crime,3.8
Making Fun,1997,TV-MA,91,Comedy,4.6
Private Life,2016,PG-13,102,Action,6.4
Acrimony,2015,R,101,Comedy,5.4
Mark Felt: The Man Who Brought Down the White House,2005,TV-MA,102,Adventure,5.2
Like Father,2017,PG,90,Documentary,5.5
Other People,2020,,130,Adventure,7.1
Anne+,2013,TV-MA,21,Comedy,8.3
Fire with Fire,2021,TV-14,30,Animation,6.2
The Salisbury Poisonings,1993,TV-MA,76,Animation,6.6
Slugterra,2020,PG-13,331,Documentary,8.1
Article 15,2013,TV-MA,43,Reality,5.5
Touch Your Heart,2015,TV-14,42,Drama,7
Lawless Lawyer,2016,,30,Comedy,5.9
Rosario + Vampire,2020,,23,Animation,7.7
Celeste & Jesse Forever,2022,,142,Action,5.7
The Last Bus,2014,,100,Comedy,4.3
Cinderella and the Four Knights,2020,R,104,Drama,6.4
Champions,2013,TV-MA,110,Animation,7.8
Lockwood & Co,2019,Not Rated,86,Action,5.7
Summertime,2018,TV-MA,43,Crime,7.4
School Tales the Series,2017,TV-14,47,Comedy,7.1
"Oh, Ramona!",2018,TV-14,25,Crime,5.4
The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,2022,TV-14,,Reality,7.1
The Liberator,2018,,123,Comedy,7.2
The World's Most Amazing Vacation Rentals,2018,R,120,Horror,5.8
System Crasher,2017,R,103,Biography,6.4
SPF-18,2018,PG-13,98,Comedy,6.1
Bad Vegan: Fame. Fraud. Fugitives.,2016,,97,Comedy,6.8
A Tale Dark & Grimm,2021,Unrated,94,Drama,6.1
Sharknado 4: The 4th Awakens,2012,,97,Action,5.6
Code Lyoko,2020,R,58,Drama,7.2
Contracted,2012,TV-14,22,Animation,6.9
The Empress Ki,2019,TV-Y7,130,Crime,8.2
Unicorn Store,2019,Not Rated,60,Comedy,7.6
Snowflake Mountain,2018,,30,Animation,8.4
Marfa Girl,2018,TV-14,60,Action,7.6
Back in Action,2022,,104,Comedy,5.6
The Beyond,2008,TV-MA,25,Animation,6.9
XX,2021,TV-14,70,Drama,7.7
The Prince,2012,,92,Comedy,6.6
Do Do Sol Sol La La Sol,2022,R,35,Adventure,5.1
When They Cry,2016,TV-Y7,60,Comedy,7.4
Ghost Stories,2018,,30,Comedy,6
Riverdance: The Animated Adventure,2020,,40,Drama,6.1
The Final Girl,2022,TV-MA,384,Horror,5.2
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,2019,TV-MA,109,Comedy,4.8
Plan A Plan B,2021,,24,Animation,7.4
Hey Duggee,2020,TV-14,,Animation,7.6
V/H/S Viral,2021,TV-MA,,Reality,6.7
Stalked by My Doctor,2019,TV-PG,125,Drama,7.8
Fate/stay night [Unlimited Blade Works],2017,,75,Drama,3.2
1983,2021,PG-13,45,Drama,8.1
Clarence,2022,,209,Documentary,5.9
Debt Collectors,2021,TV-MA,26,Animation,7.3
An Inconvenient Truth,2016,TV-Y7,95,Action,3.8
Finding Ola,2003,TV-14,26,Animation,7.3
The Defiant Ones,2013,TV-Y7,84,Drama,5.3
The Life Ahead,2013,Not Rated,,Action,8.4
Don't Kill Me,2017,,92,Comedy,5.6
The Perfect Family,2022,TV-PG,40,Reality,5.4
Jingle Jangle: A Christmas Journey,2012,TV-MA,105,Drama,5.2
Sentinelle,2017,,103,Drama,4.9
DreamWorks Dragons,2017,TV-14,80,Horror,4.6
Scum's Wish,2014,R,93,Action,4.6
Ghost Doctor,2020,R,60,Comedy,7.3
Joshua,2006,,24,Animation,7.9
Owari no serafu,2020,TV-MA,144,Horror,4.4
Down a Dark Hall,2020,TV-MA,43,Comedy,7.2
Lady Driver,2021,,90,Animation,5.5
Memories of a Murderer: The Nilsen Tapes,2010,TV-G,80,Drama,3.5
The Innocents,2018,TV-MA,74,Comedy,7.1
3Below: Tales of Arcadia,2014,,7,Animation,8.9
Richie Rich,2014,TV-Y,81,Horror,4.2
Nothing to Hide,2015,R,88,Thriller,5.4
The Deliverance,2014,TV-14,24,Animation,8
Your Place or Mine,2018,TV-14,60,Crime,6.7
Pretend It's a City,2013,TV-MA,23,Animation,6.7
Special Forces,2020,TV-PG,97,Action,5.8
Tell Me Who I Am,2006,,96,Documentary,7.4
Next Gen,2022,PG,52,Comedy,7.5
The Angel,2017,TV-14,60,Documentary,8.5
From the Dark,2020,TV-MA,94,Drama,6.8
Return to Space,2021,PG-13,90,Fantasy,4.3
Frequency,2021,TV-MA,110,Comedy,5.3
The Hunting,2020,TV-MA,122,Family,6.4
The Bletchley Circle: San Francisco,2018,PG,95,Comedy,5.8
Happy as Lazzaro,2021,,80,Action,4.7
Baby Fever,2012,TV-MA,22,Animation,7.9
Blown Away,2017,TV-Y7,22,Animation,6.8
American Factory,2022,TV-MA,60,Comedy,7.9
Your Name Engraved Herein,2007,,106,Drama,5.8
A Babysitter's Guide to Monster Hunting,2015,R,24,Animation,7.5
The Bling Ring,2018,TV-14,96,Drama,5
"Web of Make Believe: Death, Lies and the Internet",2020,PG-13,104,Sport,5.7
Yeh Meri Family,2021,PG,84,Documentary,6.3
Assassin's Creed,2018,TV-MA,60,Drama,6.2
Untitled Netflix Romcom,2020,TV-MA,91,Comedy,5.4
Blue Jay,2018,PG,24,Animation,7.7
Meltdown: Three Mile Island,2015,TV-Y7-FV,22,Comedy,3.1
Acts of Violence,2018,TV-G,90,Comedy,6.8
A 2nd Chance,2021,,203,Documentary,8.1
The Out-Laws,2011,TV-14,109,Action,6.3
Mirai,2019,R,86,Documentary,7.6
The Ruthless,2018,TV-MA,106,Animation,6.6
Two Is a Family,2018,TV-PG,114,Action,6.6
ARQ,2014,TV-MA,90,Horror,4.9
My First First Love,2022,Unrated,128,Documentary,7.3
Tune in for Love,1946,TV-MA,95,Crime,7.3
Raat Akeli Hai,2016,Passed,42,Drama,7.4
Vampires vs. the Bronx,2019,TV-MA,,Drama,7.2
Sonic X,2018,,45,Crime,6.8
Jimmy Savile: A British Horror Story,2018,TV-14,128,Drama,7.5
A United Kingdom,2022,PG-13,30,Comedy,6.5
I.T.,2019,TV-MA,23,Reality,7.1
The Duchess,2019,TV-PG,110,Documentary,7.4
A California Christmas,2020,TV-14,118,Drama,7.2
Jarhead 2: Field of Fire,2020,Not Rated,98,Comedy,5.4
Signs,2022,TV-PG,65,Documentary,5.6
Dolly Parton's Heartstrings,2022,TV-MA,60,Documentary,6.4
The Warrior's Way,2018,TV-MA,30,Comedy,9.1
Ghost in the Shell SAC_2045,2016,,80,Drama,7.2
The Girl from Oslo,2022,Unrated,172,Documentary,6.8
Mascots,2018,TV-14,86,Action,5.3
Lady of Steel,2020,R,60,Drama,6
Quien a hierro mata,2007,TV-14,126,Action,7.2
Gantz,2011,R,90,Adventure,4.7
BattleBots,2018,,98,Animation,7
Rustin,2019,PG,111,Crime,6.2
My Country: The New Age,2016,TV-MA,118,Comedy,7.3
The Hater,2016,,88,Action,6.3
Nimona,2019,TV-MA,50,Drama,7.5
Tremors II: Aftershocks,2019,,122,Drama,7.1
Blackout,2020,,149,Crime,7.2
The Machine,2020,TV-MA,85,Comedy,5.7
Trash Truck,2003,PG-13,30,Animation,6.2
Voyeur,2022,TV-Y7,170,Documentary,6.7
Post Mortem: No One Dies in Skarnes,2016,TV-MA,111,Biography,6.9
The Noel Diary,2016,PG-13,95,Crime,5.5
Doom of Love,2020,Not Rated,30,Comedy,6.7
Requiem,2020,TV-MA,106,Comedy,5.8
Hot Girls Wanted: Turned On,2014,PG-13,103,Action,5.4
Sam Morril: Same Time Tomorrow,2018,R,,Crime,6.4
Trailer Park Boys: The Animated Series,2019,TV-MA,62,Comedy,7.5
Mind Game,2010,TV-14,100,Action,6.2
Zero Chill,2019,R,85,Animation,5.8
The InBESTigators,2012,PG,42,Action,7.6
Rosario Tijeras,2020,TV-14,25,Animation,6.3
Errementari,2021,TV-MA,35,Drama,6.3
Wizards,2016,,89,Comedy,5.8
Elves,2014,TV-MA,,Crime,6.9
The Mire,2019,TV-14,107,Drama,6.6
Swedish Dicks,2004,TV-MA,22,Animation,7.2
A Very Secret Service,2018,TV-MA,65,Comedy,8.2
JJ+E,2015,,,Action,8
Four to Dinner,2019,,80,Action,8.2
Put Your Head on My Shoulder,2020,,135,Drama,7.1
Palomino,1996,,100,Action,5.9
Sharknado 2: The Second One,2013,,91,Action,6
The Inheritance,2020,R,,Animation,8.5
Edens Zero,2017,TV-Y,95,Documentary,6.1
I'm No Longer Here,2021,TV-MA,44,Comedy,7.1
La Révolution,2022,,100,Drama,4.9
Middle School: The Worst Years of My Life,2018,TV-14,60,Drama,6.4
Zapped,2017,TV-MA,280,Documentary,6.6
Bill Burr: Live at Red Rocks,2022,TV-MA,43,Comedy,7.4
Chosen,2019,,25,Animation,7.5
Father of the Year,2004,TV-MA,103,Animation,7.7
Tag,2021,,35,Comedy,5.7
Toc Toc,2019,TV-G,,Comedy,8.2
Wakfu,2016,,43,Action,6.1
Mr. Roosevelt,2017,,98,Adventure,6.4
Rape Zombie: Lust of the Dead,2020,TV-MA,233,Animation,8.1
Elvis Presley: The Searcher,2021,TV-Y7-FV,24,Drama,5.6
T-Rex Ranch,2018,,50,Crime,7
Frontera Verde,2016,TV-MA,30,Comedy,6.7
The Invisible Guardian,2015,TV-MA,26,Comedy,7.7
Hope Gap,2021,,90,Drama,5.3
Sweet Virginia,2013,TV-14,128,Crime,8
Tear Along the Dotted Line,2022,Not Rated,105,Comedy,6.3
Dance of the 41,2019,TV-MA,45,Comedy,8.1
Edge of Fear,2021,TV-14,136,Action,6.3
Mixtape,2017,,85,Animation,5.6
Holy Family,2014,PG,95,Action,4
The Good Detective,2021,,,Animation,7.2
Sell Your Haunted House,2019,TV-14,112,Drama,7.3
An Affair to Die For,2018,TV-MA,128,Comedy,7.5
Fever Dream,2020,Not Rated,,Action,6.6
Florida Man,2016,TV-14,92,Animation,6
My Daughter's Killer,2014,PG,102,Comedy,5
El Dragón: Return of a Warrior,2022,TV-G,82,Documentary,7.7
David Attenborough: A Life on Our Planet,2022,TV-MA,41,Drama,4.5
22 Bullets,2018,TV-MA,94,Comedy,5.2
Red Dot,2015,TV-14,85,Action,6.1
The Chef Show,2017,,90,Comedy,6.8
Wheelman,2008,TV-MA,24,Animation,8.1
Midnight Diner: Tokyo Stories,2017,TV-Y7-FV,90,Comedy,6.2
Ask the StoryBots,2012,R,73,Horror,3.7
The Hookup Plan,2018,Not Rated,205,Documentary,7.7
Winchester '73,2014,TV-PG,,Family,5.6
Mother's Love,2019,,41,Crime,7.2
Hoops,2017,,129,Crime,6.4
The Boss Baby: Back in Business,2019,,100,Drama,6.7
Angels of Death,2017,PG-13,93,Action,6.2
Youth of May,2021,R,20,Animation,8.6
Family Business,2020,TV-14,99,Biography,6.8
Knights of the Zodiac,2018,TV-MA,91,Action,4.5
Centaur,2018,Not Rated,90,Drama,4.4
The Perfect Host,2021,TV-14,93,Comedy,6.6
Out of My League,2019,,97,Comedy,4.4
Think Like a Dog,2020,TV-14,60,Action,7.5
W/Bob and David,2021,,65,Comedy,7.6
Mieruko-chan,2019,,82,Horror,4.8
The Irregular at Magic High School,2021,TV-MA,93,Drama,5.4
Benji,2022,,83,Documentary,6.8
Nobody Sleeps in the Woods Tonight 2,2019,TV-MA,45,Action,6.8
A Fortunate Man,2020,TV-MA,83,Documentary,8.9
Ricky Gervais: SuperNature,2010,PG,117,Action,6.6
Colin in Black & White,2021,Not Rated,86,Drama,5.5
Órbita 9,2019,TV-MA,30,Documentary,8.2
Violetta,2017,TV-14,82,Action,6.4
Sounds Like Love,2016,TV-MA,24,Drama,8.4
Homesick,2016,TV-14,24,Animation,8.4
Dragon Quest: The Adventure of Dai,2018,TV-Y,27,Comedy,7.1
Jungle Beat: The Movie,1950,TV-MA,92,Action,7.6
The Trap,2022,Passed,110,Comedy,5.8
Beef,2020,TV-MA,25,Animation,6
Haereul poomeun dal,2018,TV-MA,25,Animation,6.4
The Crowned Clown,2018,TV-Y7,24,Animation,6.4
Heaven Official's Blessing,2021,TV-14,65,Drama,8.4
The Devil Inside,2019,,,Comedy,7.4
Gate,1986,TV-MA,24,Animation,8.4
Kaos,2022,TV-PG,89,Action,5.3
Magic: The Gathering,2010,TV-MA,93,Comedy,6.7
Paddleton,2021,R,105,Comedy,4.5
Bullsh*t the Game Show,2020,PG-13,91,Comedy,6.1
Ad Vitam,2020,TV-MA,91,Comedy,5.1
Most Dangerous Game,2015,PG,30,Comedy,7.3
Headshot,2021,TV-MA,24,Animation,7.2
Bolívar: Una lucha admirable,2014,TV-14,22,Animation,7.1
Holiday in the Wild,2021,TV-14,106,Comedy,5.5
Clean with Passion for Now,2018,TV-PG,87,Crime,6.3
Rurouni Kenshin: Trust and Betrayal,2021,TV-PG,96,Comedy,3.9
F*ck Love Too,2018,TV-MA,162,Drama,7.2
Old Enough!,2022,TV-14,64,Comedy,7.6
Somewhere Between,2021,TV-MA,30,Biography,5.7
White Hot: The Rise & Fall of Abercrombie & Fitch,2017,TV-14,95,Drama,5.9
Stove League,2012,TV-14,45,Drama,5.1
Luis Miguel: The Series,2021,TV-G,110,Comedy,5.4
The Tatami Galaxy,2015,TV-MA,106,Drama,5.5
Sort Of,2020,,24,Animation,8
Unrecorded Night,2020,,88,Animation,5.4
Saving Zoë,2019,G,90,Comedy,4.3
The Hurricane Heist,2012,,,Drama,8
Two,2019,TV-Y,80,Drama,8
LBJ,2020,,,Animation,8.2
Yummy,2010,TV-14,172,Comedy,8
Vivy: Fluorite Eye's Song,2012,TV-14,83,Horror,4.2
The Scorpion King 3: Battle for Redemption,2015,R,24,Animation,7.5
A Christmas Prince,2019,TV-MA,89,Comedy,7.1
Forgiven,2022,TV-MA,30,Game,6.1
How I Fell in Love with a Gangster,2018,TV-14,60,Crime,6.3
The Lost Pirate Kingdom,2016,,118,Action,6.3
The Hard Way,2019,Not Rated,52,Action,7.3
Unbreakable Kimmy Schmidt: Kimmy vs the Reverend,2019,TV-MA,85,Comedy,6.1
Pandora,2017,TV-PG,70,Comedy,7
Camp Lazlo!,1999,,118,Animation,8.6
Halftime,2022,TV-MA,92,Comedy,3.8
Word of Honor,1990,TV-MA,,Documentary,8.1
Uglies,2017,,41,Drama,6.2
Power Rangers Megaforce,2022,TV-14,88,Documentary,5.7
Catfight,2019,TV-14,60,Drama,8.3
My Wonderful Life,2018,,60,Biography,8
When Angels Sleep,2010,TV-MA,253,Animation,8.4
Copenhagen,2021,TV-14,30,Comedy,6.8
Fake or Fortune,2019,,95,Crime,5.3
Beauty,2019,R,50,Crime,6.5
42 Days of Darkness,2018,TV-MA,103,Action,5.1
Ju-on: Origins,2021,PG-13,70,Drama,4.3
The Scary House,2016,TV-MA,98,Biography,6.5
Playing with Fire,2019,R,88,Comedy,5.9
Pets United,2021,Not Rated,25,Animation,8.1
The Body,2012,TV-MA,105,Action,3.7
2gether,2015,PG-13,22,Animation,7.8
The Skin of the Wolf,2020,TV-Y7,,Animation,6.3
"The Mind, Explained",2017,TV-MA,92,Comedy,5.8
Ravenous,2016,TV-PG,79,Drama,3.8
Cells at Work!,2022,TV-14,185,Crime,6
True Memoirs of an International Assassin,2020,TV-MA,132,Action,6.4
After Porn Ends 3,2021,PG-13,43,Documentary,6.6
Justice Served,2019,TV-MA,92,Action,4.8
Happy New Year,2020,Not Rated,80,Adventure,6.9
Palm Trees in the Snow,2016,TV-14,136,Action,6.6
Meenakshi Sundareshwar,2005,Not Rated,30,Animation,6.4
Irreplaceable You,2022,TV-Y7,95,Documentary,6.5
I Still See You,2021,TV-MA,45,Action,8.6
Shock Treatment,2013,,24,Action,5.6
Clinical,2016,TV-Y7,95,Action,5.9
#BlackAF,2021,Not Rated,99,Comedy,5.9
"Crack: Cocaine, Corruption & Conspiracy",2018,,91,Adventure,5.5
Prank Encounters,2014,TV-MA,98,Adventure,7
Castlevania: Nocturne,1946,Not Rated,104,Drama,7.3
Houdini,2010,Not Rated,63,Documentary,8.6
Turn Up Charlie,2022,,95,Drama,4
Two Distant Strangers,2022,R,45,Crime,6.5
Yasamayanlar,2020,TV-MA,30,Drama,6.1
The Lizzie Borden Chronicles,2020,TV-MA,100,Horror,5.4
Twilight of the Gods,2019,,43,Drama,5.9
Truth or Die,2019,TV-MA,89,Animation,3.7
Coco Before Chanel,2019,TV-Y7,101,Mystery,5.4
The Gruffalo,2020,,50,Comedy,7.7
The Princess Switch,2017,,110,Drama,5.8
The Curious Creations of Christine McConnell,2019,TV-14,20,Documentary,8
The Time It Takes,1993,TV-14,360,Drama,8.3
Bard of Blood,2017,Unrated,104,Action,5.8
Shirley,2018,TV-MA,24,Animation,7.5
Some Assembly Required,2016,TV-14,98,Action,5.9
Nayattu,2018,TV-14,86,Documentary,5.4
Gladbeck: The Hostage Crisis,2022,TV-MA,40,Crime,4.7
Rocco,2014,Unrated,180,Action,4.9
The Princess Switch: Switched Again,2015,Not Rated,163,Drama,7.3
Out in the Dark,2021,,140,Comedy,7
The Laws of the Border,2018,TV-14,96,Comedy,6.4
The 1st Shop of Coffee Prince,2018,TV-MA,98,Fantasy,5.8
Xtreme,2019,PG-13,70,Drama,7.8
Hell and Back,1973,,91,Crime,6.1
D.B. Cooper: Where Are You?!,2017,,104,Horror,5.1
The Boulet Brothers' Dragula,2020,,36,Comedy,6.7
The Brothers Sun,2021,TV-MA,89,Documentary,6.7
Ferry,2019,TV-MA,24,Comedy,5.2
Go Karts,2014,TV-MA,174,Biography,7.3
Ajeeb Daastaans,2019,TV-14,30,Comedy,7
O sabor das margaridas,2020,TV-MA,32,Short,6.9
A Wonderful Sight,2018,Not Rated,60,Drama,4.8
Bodies,2015,TV-MA,337,Biography,6.9
Rebel Ridge,2012,,96,Horror,5.6
Law School,2009,Not Rated,105,Biography,6.6
Scaredy Cats,2009,PG-13,27,Animation,7.5
Johnny Test,2018,Not Rated,101,Comedy,6
Death to 2021,2018,TV-PG,26,Comedy,7.7
The Photographer of Mauthausen,2021,TV-PG,10,Short,7.1
Anatomy of a Love Seen,2019,TV-MA,45,Action,6.8
The Tree of Blood,2014,,,Comedy,4.4
The Andy Warhol Diaries,2021,TV-G,124,Crime,8.1
A Muse,2022,,91,Documentary,7.5
Home for Christmas,2016,TV-MA,105,Documentary,5.7
Bad Sport,2020,TV-MA,96,Comedy,5.4
Ridley Jones,2012,TV-G,96,Crime,7.5
Back to 15,2021,Not Rated,127,Action,6.9
"Sex, Love & Goop",2007,TV-MA,55,Comedy,8.2
Mindhorn,2021,,111,Action,5.8
Trigger Warning,2015,TV-MA,86,Animation,5.3
Soil,2022,R,169,Documentary,5.4
Ku'damm 56,2016,TV-14,48,Game,7.9
Why Are You Like This,2021,,106,Action,7
A Shaun the Sheep Movie: Farmageddon,2018,TV-MA,60,Drama,7.6
Darwin's Game,2020,,102,Family,5.9
Secret Magic Control Agency,2021,,142,Drama,6.7
All Day and a Night,2018,TV-MA,70,Drama,7.2
Grenseland,2021,,70,Action,7
BNA,2011,,25,Animation,7
Dali and the Cocky Prince,2021,,65,Crime,8
When My Love Blooms,2021,,,Comedy,6.4
18 Presents,2005,TV-G,30,Animation,5.1
Animal,2021,TV-Y7,60,Comedy,6.3
Love Island Australia,2018,TV-MA,110,Biography,6.7
David Brent: Life on the Road,2014,TV-MA,80,Drama,4.7
Tomb Raider,2022,Not Rated,124,Action,5.5
A Twelve-Year Night,2018,,130,Drama,6.3
Monkey Man,2022,TV-MA,395,Documentary,7.7
All My Friends Are Dead,2012,TV-MA,129,Drama,6.6
The Creature Cases,2019,,29,Comedy,7.7
Yakuza and the Family,2021,TV-MA,55,Documentary,7.3
All Together Now,2021,TV-MA,27,Animation,4.8
Blue Period,2022,TV-Y,40,Comedy,6.7
Beyond a Reasonable Doubt,2021,TV-14,,Comedy,4.8
The Girls at the Back,2016,TV-MA,89,Comedy,6.3
Mad for Each Other,2021,,45,Comedy,7.2
Top Secret UFO Projects: Declassified,2016,TV-MA,100,Drama,7.6
Nyad,2022,,25,Animation,6.7
Medical Police,2018,TV-14,,Comedy,6.5
Crime Scene: The Vanishing at the Cecil Hotel,2019,,86,Animation,6.8
Spycraft,2020,G,23,Animation,7.2
The Increasingly Poor Decisions of Todd Margaret,2021,TV-14,103,Animation,6.2
Our Man Flint,2020,TV-Y7,121,Drama,5.9
Swearnet: The Movie,2017,R,60,Crime,6.7
X-Men,2021,TV-MA,72,Comedy,8
The Incredible Jessica James,2020,TV-MA,23,Animation,7.2
Babylon,2012,TV-14,3,Animation,7.4
The Dreamseller,2021,TV-G,70,Comedy,8.1
Special Correspondents,2020,,60,Drama,7.6
Crazy About Her,2020,,115,Drama,6.9
Coven,2021,TV-MA,45,Documentary,7.9
Won't Back Down,2018,TV-PG,50,Reality,5.4
